entry,translation,predicted_cluster
"
    eyropada kol gezerler, yolları tırıs tırıs teperler, kolay bulunurlar, ucuzdurlar, motorlarla uğraşırlar, işten anlamazlar,füler bağlarlar, dep dep dep gezerler, dep dep olurlar, la la sülerler, danke danke alırlar, canlar canlar sülerler, ucuzdurlar.
  ","They walk around in the Eyrop, they are easy to climb the roads, they are easy to find, they are cheap, they deal with engines, they don't understand work, they don't understand work, they do not understand work, they do not understand, they get out of the wands, the deposes, they are wanders, they get danke danke, the souls are cheap, they are cheap.",1
"
    trt’nin projesi kapsamında birkaç mensubuyla tanışma şansı yakaladım. adamlar düşündüğümen çok daha eğlenceli tipler çıktı. bu adamlar nasıl bu mesleği seçmiş diye uzun uzun düşünüyorsun. başka bir ortamda tanışsan hayatta kondurmazsın. bu da bir başarıdır.
  ","Within the scope of TRT's project, I had the chance to meet a few members.The guys came out of much more fun types.You think about how these guys have chosen this profession.If you meet in another environment, you won't be in life.This is a success.",1
"
    ismi oluşumuna en çok yakışan kurumumuz. varlığı/yokluğuna emin olunamayan, destan anlamı taşır
  ","Our institution is the most worthy of the formation of the name.It means epic, which cannot be sure of its existence/absence",0
"
    bu ülkenin potansiyeli kullanıldığında neler yapabileceğine dair en iyi örneklerden olduğuna inandığım kurum,yalnız bu gücü kamuoyu lehine mi kullanılıyor ondan emin değilim..<br/><br/>yine de dünyanın en güçlü bir kaç istihbarat örgütünden biri bence,umarım yanılmıyorumdur..&#13;
  ","The institution I believe is one of the best examples of what can be done when the potential of this country is used, I am not sure whether this power is used in favor of the public.&#13;",1
"
`aaron swartz`'ın katili olan üniversitedir.&#13;
  ",`Aaron is the murderer of Swartz.,1
"
    15 yıl önce ankara'daki nakşi masonlar semtinde bulunan cia mahallesindeki adreslerinden yine aynı mahalledeki mi6 mahallesi ilim yayma bulvarı nusra sokağa taşınmış vakıf üniversitesi.
  ",15 years ago in the neighborhood of Cia in the neighborhood of the Nakşi Masonlar district in the same neighborhood in the same neighborhood Mi6 Neighborhood Scientific Bulvari Nusra Street moved to the Foundation University.,1
"
    ""mit'in mensubu eski olmaz."" bir tabir :)
  ","""MIT's members will not be old.""A term :)",1
"
    güzel okul möööö
  ",Beautiful School Möööö,1
"
    mossad'ın türkiye şubesidir.
  ",It is the Turkish branch of MOSSAD.,1
"
    sertifika programlarindan birine onca isin gucun arasinda nasilsa online, kolay olur, ogrendigim de yanima kar kalir diye yazildigim, odevleri yuzunden gece uclere calistiran universite.<br/><br/>(bkz: `mit sloan`)&#13;
  ","One of the certificate programs, how it is online between all the powers, it would be easy, I have been written as I have been written to my side, the university that works from the face to the ends of the night.",1
"
    varoluşun bitimsiz enerjisini insanın kültürel anlamda her bir yaratımına akıtan gizemli yarık.
  ",The mysterious slit of the mysterious slit that flows the endless energy of existence to every cultural creation of man.,0
"
    “doğal destanlar ve mitoloji anlatıları için yapılan tanımlarda, üniversite yıllarından aklıma kazınmış şöyle bir madde var:
‘pozitif bilim çağından önce oluşmuş olması gerekir.’

yani kabaca diyor ki; mitolojik anlatılar binlerce yıl önce, insanların hala bunlara inandığı dönemlerde oluşmuştur, o yüzden de bir toplumun mitolojisinin oluşabilmesi için kadim dönemlere dayanan bir geçmişi olması gerekir. en klişe ifadeyle abd, uzak geçmişi olan bir topluluk olmadığı için mitoloisi de yoktur ama kızılderililerin mitolojisi vardır, gibi…

türk mitolojisine baktığımız zaman da bu büyülü anlatıların henüz doğayla iç içe yaşadıkları ve bilimin olmadığı dönemlerde, şamanizm, tengricilik ve animizm çerçevesinde, yaşadıkları her şeyi anlamlandırma çabalarının sonucu olarak ortaya çıktığını görüyoruz ki fuzuli bayat, mit ilkel insanın şuurundaki izahatlardır, der.”

(bkz: `türk mitolojisinde yıldırım/@ay hatun`)

""mit kutsal bir öyküyü anlatır; en eski zamanda, ‘başlangıçtaki’ masallara özgü zamanda olup bitmiş bir olayı anlatır. bir başka deyişle mit, doğaüstü varlıkların başarıları sayesinde, ister eksiksiz olarak bütün gerçeklik, yani kozmos olsun, isterse onun yalnızca bir parçası (sözgelimi bir ada, bir bitki türü, bir insan davranışı, bir kurum) olsun, bir gerçekliğin nasıl yaşama geçtiğini dile getirir. demek ki mit, her zaman bir ‘yaratılış’ın öyküsüdür: bir şeyin nasıl yaratıldığını, nasıl var olmaya başladığını anlatır."" <sup class=""ab"">[/?q=mircea+eliade *]</sup>
","“In the definitions made for natural epics and mythology narratives, I have a substance that has been engraved in my university years:
‘It must have been formed before the positive science age.’

So roughly says;Mythological narratives have been formed thousands of years ago when people still believe in them, so there must be a history of ancient times in order to form mythology of a society.In the most cliché, the United States has no mytholois because it is not a community with a distant history, but it has mythology of Indians.

When we look at Turkish mythology, we see that these magical narratives emerged as a result of their efforts to make sense of everything they experience within the framework of shamanism, tengicism and memory, in the absence of science with nature and there is no science.

(see: `` Lightning in Turkish mythology/@ay chick`))

""Myth tells a sacred story;",0
"
    insanlık yüzyıllardır gerçek bilgiyi ararken, bu gerçeği bulanların onu bulamayanlara sembolik bir anlatımla aktararak oluşturduğu hikayelerdir...
  ",Humanity is the stories created by those who find this fact by conveying this fact to those who cannot find it in a symbolic expression while looking for true information for centuries ...,0
"
    kız: hangi mitte yaşıyorsun?<br/><br/>ben: hakan fidan 15 temmuz gecesi neredeydi?&#13;
  ",Girl: Which myth do you live in?,0
"
    probability dersi cok iyiydi, keske amerikada dogsaydim
  ","Probability lesson was very good, I wish I was born in America",1
