entry,translation,predicted_cluster
"
    bu kitaptan uyarlanan filmi seyrettim. kesinlikle iyi bir film. hiçbir şekilde filmi kötülemek istemiyorum. fakat filmi izlerken bir eksiklik duygusuna kapıldım. neyin eksik olduğunu anlamak için kitabı bir kez daha ele aldım. <br/><br/>kitapta olup da filmde olmayan şey bence; öğretmenlerinin yüreklendirmesi/dolduruşu ile o gri üniformayı giyen gençlerin/çocukların yaşadığı değişim. bu insancıkların gençlikleri ellerinden alındı. kendilerini bir anda siperlerde, mermi çukurlarında buldular. daha bir kızın elini tutmadan, gençlik heyecanıyla şairliğe özenip iki kelime karalamadan kürekle adam öldürmenin, süngüyle öldürmekten daha kolay olduğunu öğrendiler. <br/><br/>bir başka savaşın kahramanı captain miller'in söylediği gibi ""öldürdükleri her adamla evlerinden biraz daha uzaklaştıklarını"" çok çabuk kavradılar. filmde bu geçişi anlatan sahneler yok muydu? elbette vardı ama bence yazar, o kadar büyük bir iş başarmış ki onun kelimelerle yaratmayı başardığı atmosferi, günümüz teknolojisinin görsel oyuncakları bile yaratamıyor.&#13;
  ","I watched the film adapted from this book.It's definitely a good movie.I don't want to discredit the film in any way.But while I was watching the film, I got a sense of deficiency.I once again discussed the book to understand what is missing.<br/> <br/> I think the thing in the book is not in the film;The change experienced by young people/children wearing that gray uniform with the encouragement/filling of their teachers.The youth of these human beings were taken away.They suddenly found themselves in trenches and bullets.They learned that it was easier to kill a rowing with a shovel without taking two words, without taking a girl's hand, without taking the excitement of youth.<br/> <br/> As Captain Miller said the hero of another war, they quickly grasped that they were ""a little further away from their homes with every man they killed"".Wasn't there any scenes in the film about this transition?Of course there was, but I think the author has achieved such a great job that the atmosphere he managed to create with words, today's technol",1
"
    netflix özel yapımını az önce bitirdiğim, izlediğim en gerçekçi sahnelere sahip savaş filmlerinden biri.
  ",Netflix is one of the most realistic scenes I have just seen and watched.,1
"
    mustafa kemal atatürk'ün; ""savaş mecbur kalınmadıkça bir cinayettir"" tümcesini anımsatan bir film. savaşın en sıcak anlarında, ölümün olanca soğukluğuyla tüylerinizi ürpertecek cinsten...
  ","Mustafa Kemal Atatürk;""War is a murder unless it is forced"" is a film reminiscent of the sentence.In the hottest moments of the war, the kind that will shudder your feathers with the coldness of death ...",1
"
    yeni versiyonu gerçekten olağanüstü derecede iyi bir prodüksiyon. başroldeki 1995 doğumlu `avusturya`lı aktör `felix kammerer` muazzam bir performans ortaya koymuş. `almanya`'nın `oscar` aday adayı olarak seçildi ve muhtemelen ilk 5'e de kalacak hatta ödülü bile kazanacak en iyi uluslararası film dalında. uyarlama başarılı. savaş karşıtı olduğunu da gayet iyi hissettiriyor. `netflix`'in bugüne kadar ürettiği en sağlam film diyebiliriz. bok atanlara inanmayın, mutlaka izleyin. ne tempoyu düşürüyor ne de aksıyor. cillop gibi film. yılın iyilerinden.&#13;
  ","The new version is really an extraordinarily good production.Born in 1995, the actor of Austria `Felix Kammerer` has demonstrated a tremendous performance.`` Germany` `` `Oscar 'was elected as a candidate and probably the top 5 will remain in the best international film branch that will even win the award.The adaptation is successful.It also makes you feel good that it is anti -war.We can say that `Netflix` s most robust film has produced so far.Don't believe those who throw shit, be sure to watch.Neither lowering the pace nor disrupting.movie like cillop.One of the good of the year. &#13;",1
"
    bir gerçekliğin anlatıldığı filmin herhangi bir korku filminden daha korkunç olması...<br/><br/>filmi az önce bitirdim ve şu an aklımdan geçen tek şey bu. gerçekten inanılmaz rahatsız edici bir film. bunu iyi anlamda kullanıyorum, filmi övmek için söylüyorum. muazzam yapmışlar. ordaydım sanki.<br/><br/>tarih kitaplarında olayları hep şöyle okuyoruz: ""almanya bilmem nereye saldırdı"", ""osmanlı şunu yaptı"", ""ingiltere birlik gönderdi"", ""rusya kaybetti"" gibi. hep `devlet`leri kişiselleştiriyoruz ve gerçek kişileri unutuyoruz. bu yüzden filmin sonundaki ""birkaç yüz metre uğruna 3 milyon asker öldü"" cümlesi beni ciddi anlamda sarstı. sigara içmiyorum ama yemin ediyorum yakasım geldi bir tane. <br/><br/>öyle işte.&#13;
  ","The film tells that a reality is more terrible than any horror movie ... <br/> <br/> I just finished the film and that's the only thing that comes to mind right now.It is really an incredibly disturbing movie.I use this well, I'm telling you to praise the film.They did it tremendously.It was like I was there. <br/> <br/> We always read the events in the history books: ""I don't know where Germany attacked"", ""The Ottoman Empire did"", ""British sent unity"", ""Russia lost"".We always personalize the `state 'and forget real people.That's why the phrase ""3 million soldiers died for a few hundred meters died"" at the end of the film shook me seriously.I don't smoke, but I swear, my collar came.<br/> <br/> So here. &#13;",1
"
    en az 1930 yapımı orijinali kadar iyi bir film. açıkçası yeniden çevrimlere hep ön yargılıyım. ki aslen kitap uyarlaması olan ilk film en iyi film ve en iyi yönetmen dallarında oscar kazanmış bir başyapıt. <br/>`batı cephesinde yeni bir şey yok` izlemeyenlerin bile bildiği bir eserdir. <br/>haliyle ön yargı ile başladım ama cidden çok başarılı bir iş çıkarmışlar. <br/>`netflix` in en iyi filmlerinden biri olmuş. <br/><br/>--- `spoiler` ---<br/><br/>savaşın anlamsızlığı, gençler ölürken lüks sofralarda yemek yiyen kodamanları, bir kişinin hırsı için binlerce kişinin ölmesi vs cidden çarpıyor insanı. <br/><br/>hele ateşkes öncesi birbirlerini öldüren askerler saat dolunca bir anda durması, az önce hiçbirşey olmamış gibi siperde yanyana yürümeleri…<br/><br/>adeta bir oyun sanki. süre dolunca bitiyor... <br/><br/>oysa herşey gerçek. <br/><br/>--- `spoiler` ---&#13;
  ","A film as good as the 1930 -made original.Obviously I am always a prejudice to the revolutions.The first film, which is originally a book adaptation, is a masterpiece that won an Oscar for the best film and the best director.<br/> `` There is nothing new on the western front 'is a work that does not even watch.<br/> I started with prejudice, but they really did a very successful job.<br/> It has become one of the best films in Netflix.<br/> <br/> --- `spoiler` --- <br/> <br/> The meaninglessness of the war, the codes eating at luxury tables while young people die, the death of thousands of people for the ambition of a person, etc. seriously hit people.<br/> <br/> Especially when the soldiers who killed each other before the ceasefire stopped at a time, walking next to each other as if nothing had happened… <br/> <br/> It's like a game.It ends when the time is full ... <br/> <br/> However, everything is real.<br/> <br/> --- `spoiler` --- &#13;",1
"
    almanların, işledikleri günahların büyüklüğü yüzünden ikinci dünya savaşı üzerinden, ""bizim askerlerimiz de insandı, aileleri vardı, gencecik çocuklardı, sadece gerçeklerden kopuk komutanlarının emirlerini uygulamaktaydılar, üstelik buna gönülsüzdüler"" diyemeyecek olması üzerine, bunu birinci dünya savaşı üzerinden söylemeye çalıştıkları film.[https://www.imdb.com/title/tt1016150/ *]

film başarılı bir film. savaşın acımasızlığını, küçük insanın çaresizliğini, üstünlükçü ve ırkçı milliyetçiliğin nasıl insana değer vermeyen bir zavallılık olduğunu güzel biçimde yansıtıyor.

almanlar bu dünyadaki kendilerini herkesten üstün gören, en kibirli, en acımasız ırklardan biri. dün de böyleydi, bugün de böyle, yarın da böyle olacak.

almanya'nın her tarafı altından olsa, yine almanya'da ve içten içere kendilerinden olmayan herkesi küçümseyen almanlarla birlikte yaşamak istemezdim. çünkü üçüncü dünya savaşını da bunlar çıkaracak.

şu yıllarda yeniden ağır silahlanma kararı da aldılar. dünyanın sonu hayır olsun. ayrıca, almanlar'ın fransa'yı sürekli işgal etme, o toprakları ele geçirme hayalini de anlamak mümkün değil. birinci dünya savaşında bu gerçeklikten uzak kafayla osmanlı da yan yana yürümüş. başımıza gelenler belli.

sonuç olarak, almanlar sonunu düşünmeden, güç zehirlenmesi yaşayarak saçma sapan işgal hayalleri kuruyorlar. bir ırkın, 8 milyarlık dünya nüfusunun en az 6-7 milyarına sahip olmadıkça, tüm dünyaya hakim olması mümkün değil. almanlar iki defa buna yeltenmiş ve en azından avrupa'da tam başaracağım derken, gerçekler yüzlerine çarpmış.

insan filmi izlerken, ""bu dünya, üstünlükçü bir ırkçı kafası olan almanların bir defa daha silahlanmasına izin vermemeli"" diye düşünüyor.
  ","The Germans, because of the magnitude of the sins they committed over the Second World War, ""Our soldiers were human, families, young children, they only applied the orders of the commanders broken from the facts, they were reluctant to say,"" the film they tried to say this through the First World War.//www.imdb.com/title/tt1016150/ *]

The film is a successful movie.It reflects the brutality of the war, the helplessness of the small man, how superior and racist nationalism is a poorness that does not value human beings.

The Germans are one of the most arrogant, ruthless races that see themselves superior to everyone in this world.It was like that yesterday, today it will be like that tomorrow.

I wouldn't want to live with the Germans who underestimated everyone in Germany and in Germany, if they were under Germany.Because these will also produce the Third World War.

These years, they also took the decision to again heavy arms.World",1
"
    gecen hafta viyana'daki heeresgeschichtliches museum'a<sup class=""ab""><a title=""(bkz: askeri tarih müzesi)"" href=""/?q=askeri+tarih+m%c3%bczesi"" data-query=""askeri tarih müzesi"">*</a></sup> gitmistim. binanin girisinde kocaman bir ""<a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://www.hgm.at/_Resources/Persistent/f/3/6/e/f36ef54deb8b34ddeb965eb5b54cc6930e8a4208/HGM_by_Nadja Meister_IMG_8422-900x529-300x176.jpg"" title=""https://www.hgm.at/_Resources/Persistent/f/3/6/e/f36ef54deb8b34ddeb965eb5b54cc6930e8a4208/HGM_by_Nadja Meister_IMG_8422-900x529-300x176.jpg"">kriege gehören ins museum</a>""<sup class=""ab"">[/?q=savaslar+m%c3%bczeye+ait+olmali *]</sup> yazisi vardi. güzel laf demistim, anlamli. ancak birkac gün sonra ""im westen nichts neues""i izlerken müzelerde gördügümüz o savaslarin aslinda yasandigini, milyonlarin bos yere öldügünü bir kez daha animsadim. hem bu yazi, hem de savasin anlamsizligi, zararlari, yikip gectikleri aklima geldi. filmin 1930 tarihli ilk uyarlamadan neredeyse bir asir sonra cekilmis olmasi veya orijinal romanin bazi önemli noktalarina deginmemis olmasi onu 2022'nin kanimca en iyi filmi yapmaktan alikoyamiyor, aksine tüm zamanlarin en iyi savas filmlerinden biri olmayi rahatlikla basariyor bu tüyler ürpertici basyapit. muhtemelen netflix prodüksiyonunda yapilmis en iyi film.
  ","last week to the Heeresgeschichtlicks Museum in Vienna <SUP class = ""Ab""> <a title = ""(see Military History Museum)"" HREF = ""/? Q = Military+History+M%C3%BCZE"" Data-Query= ""Military History Museum"">*</a> </ Sup> I went.Hgm_by_nadja meister_ımg_8422-900x529-300x176.jpg M_by_nadja meister_ımg_8422-900x529-300x176.jpg ""> kriege geheren</a> ""<Sup class ="" AB ""> [/? Q = Wars+M%C3%Bczaya+must be+.I said a good word, meaningful.However, a few days later, when I watched ""im Westen Nichts Neues"", I once again commemorated that the wars we saw in the museums actually lived, and millions of deaths were killed.Both this writing and the meaninglessness of the war, the damages, the destruction came to my mind.The first 1930 of the film",1
"
    1917 ile bir parallelik de başrol oyuncusu felix kammerer'in 1917'nin yıldızı george mackay'e olan benzerliği
  ","Felix Kammerer, the leading actor of 1917 and a parallel, to George Mackay, the star of 1917,",1
"
    beni bir bebek gibi hüngür hüngür ağlatan film.<br/><br/>erkeklik kodu ve kahramanlık masalları ile ölüme ve öldürmeye gönderilen milyonlarca genç erkeğin kaybını, ardından eşlerinin, ebeveynlerinin ve çocuklarının yasını yüreğimde hissettim resmen.<br/><br/>açıkçası daha önceki uyarlamalarını da izlemiş biri olarak zayıf kalacağını ve asıl derdinin efektler, prodüksiyon kalitesi ve ödül avcılığı için kasılmış ağdalı bir sinematografi olacağını düşünüyordum; ama yanılmışım.<br/><br/>yer yer düşen temposuna rağmen, hayatın tüm acılarını ve vahşetini; alman gerçekçiliği ve netliği ile yüreğinize mıh gibi işleyen bir film.&#13;
  ","The movie that makes me cry like a baby.> Obviously, as a person who had watched his previous adaptations, I thought that the real problem would be a cinematography with a waxing waxing for effect, production quality and award hunting;But I'm wrong.German realism and clarity with a film that works like a nail in your heart. &#13;",1
"
[https://youtu.be/Mg--WjKliww benzer duyguları yaşatan şarkımızı ekleyelim backgrounda]
dünya üzerinde yaşamadan anlaşılmayacak çok yoğun duygular vardır. bunlardan biri de kuşkusuz savaştır.

hiç bilmediğiniz bir yerde hiç bilmediğiniz insanlarla kaderiniz bağlanmıştır. normalde asla konuşmayacağınız birisi en yakın arkadaşınız olur. tıpkı filmde bir öğrenci ve bir ayakkabıcının arkadaş olması gibi. 

en sert erkek bile kendisini özleyen bir kadın ister. yaşadığı sert durumlara karşı bir zıtlık olacak bir kadının teni sıcaklığı özlenir.

o duygular bir filmden, bir kitaptan anlaşılacak şeyler değiller maalesef. fakat yine de son zamanlarda film sektörü gittikçe buna yaklaşmaya başladı son 1-2 senede çıkan dünya savaşı filmlerinde daha duygusal daha gerçek kesitlere yer verilmeye çalışılıyor. savaşın rambo gibi olmadığı milletin birbiri üstünden atlayıp taramalı tüfekle ortalığı yakıp geçmediği aslında daha yavaş ilerleyen korkunç bir vahşet olduğu daha iyi anlaşılıyor.

bir tankın görülmesi, yanınızdan uçan kurşunlar, uçaklar bunlar bile çok korkunç olaylarken bir de dünya savaşındaki gaz bombaları, uçaklardan atılan çiviler, mevzi içlerindekileri yakmak için yapılmış özel silahlar derken olay iyice korkunç bir hale geliyor.

filmde güzel vurgulanan bir olay da kuşkusuz son sahneydi. belirli bir süre sonra artık düşünmemeyi sadece bitsin de nasıl biterse bitsin psikolojisini güzel anlatıyor. son 15 dakikanızda bile sizi anlamsız işlere koşturacaklar ama yapacaksınız birilerinin egosunu tatmin etmek için. en iyisi hiç düşünmeden devam etmek son anlarınızı doldurup gitmek. o an ne olacağını nasıl biteceğini gerçekten hiç düşünmüyorsunuz. yapılacak bir emir var yapacağız ve komutanın emri verme yetkisi bittiği an gideceğiz.

şimdi bazıları kesin diyecektir böyle askerlik mi olur, kahramanlık cesaret nerede vs. ama işin içine girince ilk topuklayan kaldıramayanlarda genelde onlar oluyor. kişi bunu ne kadar çabuk duygularından ayıklar ve bir iş olarak görmeye başlarsa o kadar çabuk ortamda ne yapması gerektiğini kavrıyor. duygularından arınamayanlar da ya bir hata yapıp kendini öldürtüyor ya da ptsd ile savaşı tamamlıyor. 

hiçbir insanın zorunda kalarak yaşamaması gereken bir duygu savaş. 
temizlik yok haftalarca yıkanmıyorsun leş gibi kokuyorsun, yemek ne bulabilirsen onu yiyorsun, su filmde de gösterildiği gibi çamurlu çamurlu içiyorsun gerekirse, ölüm her an ensende sürekli sesleri dinliyorsun, sürekli siperden su boşaltma gibi anlamsız işler yapıyorsun ve bir yerde de ölüyorsun.

sonuç olarak merak ediyor muyum? kesinlikle ediyorum. ama yaşamak ister miyim çok düşük ihtimal. böyle bir deneyimden sonra eskisi gibi olabilir miyim? o da çok zor.
  ","[https://youtu.be/mg--wjkliww Let's add our song that provides similar emotions background]
There are very intense feelings that cannot be understood without living on the world.One of them is undoubtedly war.

Your destiny is connected to people you never know in a place you never know.Normally someone you will never talk about will be your best friend.Just like a student and a shoemaker are friends in the film.

Even the hardest man wants a woman who misses her.The temperature of a woman who will be a contradiction against the harsh situations she lives is missed.

Unfortunately, they are not things to be understood from a movie, a book.However, recently, the film industry has become increasingly approaching it in the last 1-2 years of World War II, more emotional more real sections are trying to include more real sections.It is better understood that the nation is not like Rambo and whether the nation jumped over each other and scanned rifles with a rifle.

a tank",1
"
    işleniş olarak `1917`, `hacksaw ridge`, `under sandet`, `unsere mütter unsere vater` gibi filmleri anımsatsa da özellikle can çekişme sahneleri ile (biraz abartıldığını düşünsem de) beğenimi kazanan film. <br/><br/>savaş, tarihi film sevenler kaçırmasın.<br/><br/>yukarıda saydıklarım arasından hala en iyisinin `hacksaw ridge` olduğunu düşünüyorum.&#13;
  ","As a process, `1917`,` Hacksaw Ridge`, `Under Sandet`,` element delete element of the vater, such as reminiscent of films, especially with the scenes of dying scenes (even though I think it is a little exaggerated).<br/> <br/> War, do not miss the historical film.",1
"
    2022 tarihli film olanı çok bayık ve gereksiz dramatik olmuş. ilk on dakika sonrasında bitmesine kaç dk kaldı diye düşünüp durdum. sahneler acayip kopuk ve eksikti, sahne geçişleri çok keskindi. oyunculuklar inanılmaz abartı ve dramatik. herkes kameraya oynuyor, hiçbir diyalog ya da durum gerçek değil, her şey aşırı kurgu.

--- `spoiler` ---

er ryan gibi başladı oha dedim sahnelere bak. ama sonra çok hızlı şekilde düştü film.

atların / hayvanların işlevine dair hiçbir sahne yok, sadece bir iki tane at cesedi gördük cephede o kadar. lojistik namına sadece bir iki nakliyat kamyonu vardı.

siper savaşının ardından bizim elemanlar bir anda patates soymaya başlıyorlar, ortada ne ordugah var ne diğer askerlere dair bir iz. sonra içlerinden biri oradan geçen hatunlarla gidip geceleyin dönüyor falan.

revirde kendini çatalla öldüren eleman da çok bombaydı. çorba içmek için çatal vermişler adama, kendileri kaşıkla hüpletirken bizimki çatalla kendini boğazladı.

uzun uzun yazacak şey çok da, kat'in vurulduğu sahne tam amatör eğlendirir cinsten. yumurtaları çaldıktan sonra kocaman koruluğu geçip gepgeniş upuzun çayırdan tekrar başka bir koruluğa yürüyorlar ve bu sırada ufacık bir çocuk kimse görüp duymadan boyundan büyük bir tüfekle bu iki askeri takip ediyor ve diğer eleman görmeden kat'in karşısına geçip vuruyor. savaşın ortasında, ormanın içinde tek başına savunmasız öyle bir çiftlik evini o askerler yağmalamaz zaten, öyle çocuk gibi gizli gizli yumurta kaz falan çalarlar ancak. bu mevzu kitapta nasıl anlatılmış bilmiyorum ama orijinal metinde varsa bile umarım bu şekilde geçmiyordur. boş işler.

bir de sahne geçişlerinde aralarda çalan o gereksiz zart zurt sesler ne öyle birader? ""izleyiciyi rahatsız etsin"" mantığını çok yanlış anlamışsınız siz.

görüntü / grafikler sahneler vs çok iyiydi eyvallah. zaten 2022 yılında 4k yayının standart olmak üzere olduğu bir çağda sinema için daha düşük bir görüntü kalitesi kabul edilemez. esasen üç dört yerde kameranın titreşimleri izlerken aşırı rahatsız ediciydi, amatör çocuklar elinde aksiyon kamerayla koşuyor gibiydi, kör olmamak için gözlerimi başka yere çevirdim sahneler bitene kadar.

vakit kaybı değil ama çok daha iyi olabilirmiş film. 1917 bile genel çerçeve itibariyle daha izlenebilir bir şeydi.
dünya savaşı temalı olaraktan şu filmler genel toplamda çok daha keyifliydi benim için: `saving private ryan`, `war horse`, `v boy idut odni stariki`, `das boot`, `the pianist`, `der untergang`, `1917`, `letters from iwo jima`.
--- `spoiler` ---

yine de güzel, birinci dünya savaşı filmleri daha da artsın. ikinci dünya savaşı'ndan da kuzey afrika konulu kaliteli filmler yaparlar inşallah.
biz de sarıkamış ve çanakkale konulu, hatta suriye hicaz kanal cephelerindeki dramı anlatan kaliteli dünya standartlarında filmler yapsak ne güzel olur. ermeni olayları<sup class=""ab""><a title=""(bkz: soykırım demiyorum)"" href=""/?q=soyk%c4%b1r%c4%b1m+demiyorum"" data-query=""soykırım demiyorum"">*</a></sup>, 1922 yunanin yaka yıka kaçması vs seç beğen al. ama varsa yoksa aptal 2 ıq komedi filmleri ya da vıcık vıcık dram.
  ","The film dated 2022 was very bad and unnecessary dramatic.I kept thinking about how many mins left to end in the first ten minutes.The scenes were very broken and missing, the stage transitions were very sharp.Acting is incredible exaggeration and dramatic.Everyone is playing on the camera, no dialogue or situation is real, everything is extremely fiction.

--- `spoiler` ---

Private Ryan started like I said oha, look at the scenes.But then the film fell very quickly.

There is no scene about the function of horses / animals, we saw only one or two horse corpses on the front.There were only one or two transport trucks on the name of logistics.

After the trench battle, our elements suddenly start to peel potatoes, there is neither a camp nor a trace of other soldiers.Then one of them goes back to the chicks and turns at night.

The element who killed himself with a fork in the infirmary was also a lot of bombs.They gave a fork to drink soup to the man, while ours strangled himself with a fork while they were hiplet with a spoon.

Things to write for a long time",1
"
    2022 netflix uyarlaması son zamanlarda izlediğim en iyi filmlerden biri. karanlık sinema salonunda gitgide koltuğa daha da gömülerek izlemeyi isterdim ama nasip böyleymiş.<br/><br/>kitapta anlatıcı paul olduğu için yer almayan barış görüşmelerinin filmde olması çok isabetli bir karar olmuş. böylelikle bir kaç ihtiyar orospu çocuğunun kişisel hırsları ve ""milliyetçilik"" maskesi altına gizledikleri gururları yüzünden, onlar mükellef sofralarda milliyetçilik satarken milyonlarca karnını doyurmak için bile hayatını riske atan gencin nasıl boku bokuna öldüğü mala anlatır gibi anlatılmış. maalesef dünyanın bir kısmında bugün bile aynı düzen devam ediyor. sırf bir kaç bunak söyledi diye farklı kültürlerden birbirini hiç tanımayan akranlar birbirini nefretle öldürüyorlar.<br/><br/>özellikle filmde o çukurda paul ile düşman askerin baş başa kaldığı sahne uzun süre çıkmayacak aklımdan. fransız ölmedikçe ben paul oldum resmen. ben de çabuk ölsün diye önce boğmaya kalkardım. ben de o işe yaramayınca kulağımı kapatıp ölmesini beklerdim. sonra ben de son anlarında ona yardım etmeye çalışırdım. sonra ben de ağlayarak özür dilerdim.<br/><br/>bu arada film oscar adayı olur mu bilmem ama kat rolündeki albrecht schuch'a akademi adaylık vermezse sktirsin gitsin afedersiniz. karısının mektubunu dinlerkenki tepkileri ve mimikleri bile en az iki oscar eder.&#13;
  ","2022 Netflix adaptation is one of the best films I've ever seen.I would like to watch and watch more in the Dark Cinema Hall and watch it even more.Thus, because of the personal ambitions of a few old bitch children and the pride they hide under the mask of ""nationalism"", they were told how the young man who risks his life even to feed millions of stomachs while selling nationalism at taxpayer tables was told as he told the shit shit.Unfortunately, the same order continues even today in a part of the world.Just because he said a few dementia, peers who do not recognize each other from different cultures kill each other with hatred.Unless the French died, I became a Paul.I would try to drown first to die quickly.I also work, darling",1
"
    bu başlığın kitap, 1930 filmi, 1979 filmi ve 2022 filmi diye ayrılması gerekir. ve tabi ki almanca adlarıyla. ingilizcesi de var `all quiet on the western front` diye. türkçesi de `batı cephesinde yeni bir şey yok`. şu haliyle çok karışık başlıklar. benim gireceğim entry 2022 versiyonu ile ilgili:

`edward berger` yönetmenliğinde çekilen 2022 yapımı film. `95. oscar ödül töreni`'nde 9 adaylık elde etti. süresi 2.5 saat. filmin ilk 30 dakikasını izlediğimde herhalde 1 saat geçmiştir dedim. [https://www.imdb.com/title/tt1016150/ imdb]
","This title should be separated as a book, the 1930 film, the 1979 film and the 2022 film.And of course with German names.There is also English `All Quiet on the Western Front`.There is nothing new on the western front `in Turkish.It is very complicated.About the entry 2022 version I will enter:

2022 film directed by `Edward Berger`.`95.He won 9 nominations at the Oscar Award Ceremony.Duration of 2.5 hours.When I watched the first 30 minutes of the film, I said it was probably 1 hour.[https://www.imdb.com/title/tt1016150/ imdb]",1
"
    bok varmış gibi bu gece izlemek için seçtiğim film<sup class=""ab""><a title=""(bkz: tanım)"" href=""/?q=tan%c4%b1m"" data-query=""tanım"">*</a></sup>

içime koca bi öküz oturdu. düşündüklerimi ve hissettiklerimi yazmadan da huzur bulamayacağım. 

`viktor frankl`’ın da dediği gibi -özellikle ikinci dünya savaşı’yla birlikte- insanın neler yapabileceğini ve neyin tehlikede olduğunu biliyoruz. uyanık olmak, bunları bilmek, öğretmek, hatırlamak, hatırlatmak zorundayız. yoksa geçmişten ders çıkaramadan, bi kısır döngünün içinde kimin için, kime karşı, ne amaçla savaştığımızı bile anlamadan yitip gitme tehlikesi var. korkunç acılar yaşama ve yaşatma tehlikesi… 

film bence bu görevi başarıyla yerine getiriyor. sistemin aşağı tabakalarındaki insanların savaş sırasında yaşadıkları ve kaymak tabaka ile aralarındaki tezatlık olabilecek en yalın haliyle anlatılmış. oscar’lık mı bilemem ama kesinlikle etkileyici olduğunu söyleyebilirim.
  ","The movie I chose to watch tonight as if there was shit <Sup class = ""AB""> <a title=""(Bkz: definition circles)"" href=""/?q=tan%C4%B1M"" Data-query=""tanım"">*</a> </ Sup>

A big ox sat inside me.I will not find peace without writing what I think and feel.

As Viktor Frankl said, we know what man can do and what is in danger.We have to be awake, to know, to teach, to remember, to remind them.Otherwise, there is a danger of going away without taking lessons from the past for who, against whom, without even understanding what we have fought for.The danger of experiencing and surviving terrible pains…

I think the film successfully performs this task.The people in the lower layers of the system lived during the war and the creamy layer and the contrast between them in the simplest form.I don't know if Oscars, but I can say it's absolutely impressive.",1
"
    kitap 1929 yılında erich maria remarque tarafından yazılmıştır. aynı isimle beyazperdeye de filmi uyarlanmıştır. seyircinin duygularına oynayan filmdir. anti- savaş filmlerinde zaten genellikle amaç budur. teknik olarak kusurludur. sekans geçişleri çok hızlı yapılmış, oyunculuklar rahatsız edebilecek kadar abartılmış. yine de izlenir ve hatta izlenmelidir savaşın iğrenç yüzünün kafamıza dank etmesi için. görsel açıdan ise muazzam bir iş çıkarılmış. bu arada oyuncuların makyajını yapan ekip çok büyük bir övgüyü hak ediyor.
  ","The book was written in 1929 by Erich Maria Remarque.The film is adapted to the screen with the same name.It is the film that plays the emotions of the audience.This is often the purpose of anti-war films.technically defective.Sequence transitions are very fast, exaggerated enough to disturb the acting.Nevertheless, it is watched and even watched for the disgusting face of the war to dank our heads.Visually, a tremendous job was done.In the meantime, the players' make -up team deserves a great praise.",1
"
    einstein amerikaya varınca,, ilk yapmak istegi şey bu filmi izlemek olmuş.<br/>bugünlerde (2023 ocak ayı) güncelliği ve önemi artmış bir klasik (bence).<br/>o nedenle,<br/>bu başlığı açana teşekkür ve saygılar...<br/>t: ""batı cephesinde yeni bir şey yok"".&#13;
  ","When Einstein reached America, the first thing to do was watching this film.Regards ... <br/> T: ""There is nothing new on the Western front"". &#13;",1
"
    almanlarla yogurdugum lise zamanlarinda okumustum.. behcet necatigilin cevirisiydi ve babamin kitabiydi.. o zamanlar oyle cok aglamistim ki, ertesi gunu gozlerim sismisti..<br/><br/>simdi netflixte filmini bitirdim alman manita ile.. aradan gecti 18 koca sene.. ulke degistirdim, 2 kere hamile kaldim, evlendim..<br/><br/>fakat su an sumugumu siliyorum gene yastiga.. o kadar agladim.. almanlarin neden drittes reich yoluna girmelerinin ozeti..<br/><br/>en en en cok kat'a uzuldum... of of&#13;
  ","I read in high school with the Germans .. Behcet Necatigilin was the translation and my father's book .. I was so crying at that time, the next day my eyes sismisti .. <br/> <br/> Now I finished Netflixte with the German Manita .../> I was the highest of the most coat ... Of of &#13;",0
